regiao,estado,latitude,longitude,dataColeta,valorVenda
SE,ES,-19.38531669999997,-40.06357999999999,04/03/2021,5.59
SE,RJ,-22.76104329999997,-43.4152387,26/10/2021,7.199
S,RS,-29.17009129999998,-51.1383184,12/04/2022,6.99
SE,SP,-23.19242719999997,-46.8789609,29/06/2022,6.49
NE,PI,-2.917877199999974,-41.75337159999999,17/02/2020,4.93
S,PR,-23.76074739999997,-53.2947234,26/10/2021,6.67
N,PA,-1.405635399999974,-48.43593019999999,07/02/2022,6.69
CO,MT,-15.57470369999997,-56.0987344,29/06/2021,5.799
SE,MG,-16.7209394,-43.8633482,05/03/2020,4.57
S,RS,-29.94821699999997,-51.1038678,11/05/2021,5.769
SE,SP,-23.56406109999998,-46.5347307,17/03/2022,7.29
NE,BA,-9.4204168,-40.4876511,28/05/2020,4.169
NE,MA,-2.511762099999974,-44.2440283,13/05/2020,3.819
S,PR,-25.3884785,-51.475139,14/06/2022,6.59
NE,MA,-2.505954299999975,-44.2255633,26/01/2022,6.44
NE,CE,-3.789331999999974,-38.53196199999999,08/02/2021,4.97
S,RS,-29.93596879999996,-51.1759052,13/01/2022,6.35
SE,SP,-20.57293669999997,-48.5467482,12/05/2020,3.799
NE,BA,-14.8980795,-40.84455090000001,20/12/2021,6.929
N,PA,-1.422963399999975,-48.45668360000001,17/05/2022,7.09
CO,MS,-19.00517659999997,-50.9226195,03/03/2020,4.94
SE,SP,-23.4938769,-46.5507207,14/10/2021,5.899
SE,RJ,-22.7399688,-43.5272569,03/01/2020,4.899
SE,SP,-23.64124959999998,-46.8381767,07/04/2021,5.339
S,RS,-29.1431458,-51.4887307,28/12/2021,6.859
SE,SP,-23.47840299999998,-46.5767715,07/06/2022,7.69
CO,GO,-18.39815719999998,-49.21038119999999,06/04/2020,4.39
S,PR,-23.7744456,-53.32077349999999,21/07/2020,4.24
NE,PE,-8.3335236,-36.4203705,12/02/2020,4.496
NE,AL,-9.657431099999974,-35.747849,17/02/2020,4.499
NE,BA,-17.0000218,-39.4980081,01/06/2022,8.1
S,RS,-28.40547489999997,-54.945158,10/01/2022,6.94
SE,SP,-23.11327209999997,-48.89929739999999,23/06/2020,3.759
N,AM,-3.139523999999974,-58.4462542,20/06/2022,8.09
S,PR,-23.4519279,-51.9168377,07/12/2020,4.59
SE,SP,-23.52928019999997,-46.6609308,15/02/2021,4.599
SE,SP,-23.5349004,-46.57887729999999,08/02/2022,6.29
SE,RJ,-22.84044429999998,-43.0962347,25/11/2020,4.899
S,PR,-25.36108449999998,-49.2596402,27/04/2020,3.299
SE,ES,-19.40181779999998,-40.0605419,19/10/2021,6.69
SE,MG,-18.96720279999997,-49.4532336,08/09/2021,6.399
SE,MG,-19.7401648,-45.2770995,20/01/2022,6.89
CO,GO,-16.73300519999998,-49.254347,26/01/2022,7.46
S,RS,-29.60544429999999,-50.944554,18/05/2020,3.499
NE,CE,-3.782098899999975,-38.6094556,17/08/2020,4.49
SE,SP,-22.64524049999998,-50.4184999,16/05/2021,5.899
SE,SP,-23.68210959999998,-47.01843199999999,03/08/2020,4.099
N,RO,-8.7642317,-63.9011215,10/11/2020,4.579
SE,MG,-19.8525992,-43.92460090000001,25/08/2021,6.095
S,PR,-25.3487779,-49.1663933,25/01/2021,4.399
S,SC,-26.90064999999997,-49.0618072,25/03/2020,4.099
NE,CE,-3.816903099999974,-38.614033,28/10/2021,6.99
NE,BA,-14.2027983,-42.7808776,22/11/2021,6.897
NE,PE,-8.040699699999974,-34.9273004,06/07/2021,5.699
SE,MG,-20.0306306,-48.9325631,07/04/2022,7.69
SE,SP,-23.00498989999997,-46.8021646,16/07/2021,5.359
S,SC,-26.8865939,-49.0819938,17/08/2020,4.139
CO,GO,-16.71018309999997,-49.2635957,14/04/2022,7.67
SE,SP,-23.62232929999998,-45.4059831,28/02/2020,4.549
S,SC,-26.98774069999997,-48.6315846,28/03/2022,6.99
SE,SP,-23.59615149999998,-46.5424765,31/08/2021,5.599
SE,SP,-22.97560549999998,-49.8659204,07/06/2022,6.69
SE,MG,-19.90185569999998,-43.9023653,13/07/2021,5.892
S,SC,-26.77818229999997,-50.9980874,02/08/2021,5.589
NE,PI,-5.095239899999974,-42.7888048,16/08/2021,6.29
S,SC,-27.80667389999997,-50.319405,10/02/2022,6.89
CO,GO,-16.0734083,-47.9731683,21/03/2022,7.39
S,SC,-26.84086549999997,-48.71533549999999,20/09/2021,5.699
SE,SP,-23.64853769999998,-46.8224119,24/02/2020,4.399
CO,MT,-15.5926761,-56.0916575,29/01/2020,4.799
SE,SP,-22.3566478,-46.9577423,28/04/2022,6.57
SE,SP,-21.684537,-51.0746166,08/09/2021,5.62
SE,MG,-21.56843829999998,-45.4375731,10/08/2021,5.899
SE,MG,-19.8525992,-43.92460090000001,27/07/2021,6.099
NE,PE,-7.9480767,-36.1993334,27/06/2021,5.699
SE,SP,-23.5374001,-46.8354577,16/03/2022,6.99
SE,SP,-23.49252559999998,-46.2898451,08/07/2020,3.899
NE,CE,-3.8675841,-38.6259576,23/11/2020,4.57
CO,MT,-15.6156349,-56.0221844,01/02/2022,6.25
NE,CE,-3.785187699999975,-38.5460329,06/06/2021,5.63
SE,SP,-21.8497683,-47.4747853,27/09/2021,6.149
SE,SP,-23.54125109999998,-46.23253150000001,13/04/2022,6.67
SE,MG,-16.749418,-43.827381,18/01/2021,4.69
NE,CE,-3.736124499999975,-38.5841642,12/05/2020,3.879
S,PR,-23.1724212,-50.6443623,30/04/2020,4.19
S,SC,-26.12436789999997,-49.8048753,06/09/2021,5.99
SE,RJ,-22.7787811,-43.2858577,24/11/2020,4.899
S,PR,-22.74285769999997,-48.83030469999999,13/07/2020,4.26
SE,SP,-22.41300569999997,-46.80328009999999,23/06/2021,5.119
NE,CE,-3.821050199999975,-38.5432373,07/12/2021,6.999
S,PR,-23.40813349999998,-51.9305291,23/08/2021,5.94
SE,MG,-21.4220021,-45.9414171,14/12/2021,7.399
NE,PE,-9.386653899999974,-40.50394419999999,12/02/2020,4.42
CO,MT,-15.61669859999997,-56.1109804,22/06/2022,6.79
N,RO,-10.8882123,-61.92841809999999,18/02/2020,4.639
SE,SP,-23.49889669999997,-46.874344,01/07/2020,3.899
NE,CE,-3.827770799999974,-38.4934213,01/11/2021,6.69
NE,CE,-3.816903099999974,-38.614033,20/09/2021,5.98
N,AM,-3.112823099999974,-59.9920388,22/06/2022,7.29
SE,ES,-18.71605539999997,-39.8596256,02/03/2022,6.99
N,AC,-7.611374199999974,-72.6757422,09/12/2021,7.56
SE,SP,-22.4334239,-46.9635092,30/06/2021,5.499
NE,CE,-3.787920399999975,-38.5920068,06/04/2020,4.379
SE,MG,-21.1189905,-42.94059559999999,25/10/2021,6.799
SE,MG,-19.9503761,-44.1371629,31/05/2022,7.49
CO,MT,-15.65791379999997,-56.13259839999999,16/05/2022,6.89
S,SC,-27.60205259999997,-48.6184746,15/01/2020,4.499
N,TO,-5.487890799999975,-47.97220790000001,05/08/2020,4.369
SE,SP,-22.88961999999997,-47.0603797,11/04/2022,6.69
NE,BA,-14.78702689999997,-39.2740233,25/08/2021,6.33
NE,PE,-8.020643599999975,-34.92891180000001,05/08/2020,4.299
S,PR,-24.95430029999998,-53.4521896,02/06/2020,3.79
NE,PE,-8.029962399999974,-34.9090009,23/02/2022,6.39
SE,SP,-23.43337209999997,-45.08599530000001,15/11/2021,6.599
SE,SP,-21.13335839999997,-48.9657338,10/01/2022,6.59
NE,PE,-8.889714099999974,-36.482251,07/12/2021,6.59
N,TO,-10.66525409999998,-48.3883721,30/04/2020,4.19
NE,BA,-17.52865269999997,-39.7364531,01/07/2020,4.098
SE,RJ,-22.78982699999997,-43.2959808,03/08/2021,6.166
SE,MG,-18.9189062,-48.2833781,31/03/2021,5.799
SE,SP,-23.56349739999997,-46.6111842,07/07/2020,3.999
SE,SP,-23.5756111,-46.5403355,23/11/2021,6.359
SE,SP,-22.96782949999998,-46.5446487,19/07/2021,5.449
SE,SP,-23.54023939999997,-46.6006258,05/05/2021,5.279
SE,SP,-21.28451089999998,-50.3408367,13/05/2020,3.599
SE,SP,-22.9527281,-46.9848299,03/06/2021,5.499
SE,SP,-22.8531281,-47.027767,24/05/2021,5.279
SE,SP,-21.77055469999997,-48.8398516,03/08/2021,5.799
SE,SP,-21.0611475,-49.6649795,02/05/2022,6.99
SE,MG,-21.21573,-43.7675422,22/06/2022,7.59
SE,SP,-23.19576649999997,-47.27501309999999,15/06/2022,6.69
CO,MT,-16.45493359999998,-54.62908580000001,28/02/2020,4.699
CO,GO,-16.61882759999997,-49.2074997,22/03/2022,7.1
NE,MA,-2.5669888,-43.40666179999999,03/03/2021,5.369
SE,RJ,-22.53838039999997,-44.1692439,13/01/2020,5.299
SE,SP,-23.64657559999997,-46.813286,12/05/2022,6.99
S,SC,-26.1525799,-49.83279899999999,04/01/2022,6.44
SE,ES,-20.31164279999997,-40.3019674,02/11/2021,6.699
NE,PE,-7.985359600000001,-38.2987846,01/04/2020,4.499
SE,RJ,-22.87646319999998,-43.35345,20/06/2022,7.69
NE,CE,-3.621533799999975,-38.6308015,02/03/2020,4.57
S,PR,-25.53417029999997,-49.1917172,02/03/2022,6.45
SE,RJ,-22.83987449999997,-43.31235419999999,19/10/2020,4.699
CO,MT,-15.6112535,-56.1287446,04/05/2020,3.799
SE,SP,-20.42653989999997,-49.9729871,14/12/2021,6.499
NE,BA,-12.94026859999997,-38.49361399999999,07/06/2021,5.85
SE,SP,-21.18717309999997,-47.78575749999999,01/09/2021,5.799
S,PR,-25.0850634,-50.1514058,06/09/2021,5.789
CO,MS,-20.4639205,-54.613032,18/02/2020,4.499
SE,SP,-23.64657559999997,-46.813286,09/02/2022,6.39
SE,SP,-23.29430739999997,-45.957149,04/01/2021,4.199
NE,BA,-12.69619829999997,-38.1266959,11/03/2020,4.59
SE,SP,-22.20868859999997,-49.95351459999999,17/03/2021,5.299
SE,SP,-23.53630509999998,-47.1260377,01/11/2021,6.159
NE,CE,-7.238610100000001,-39.4181597,14/07/2020,4.48
SE,SP,-23.5636059,-46.7978436,10/08/2020,4.059
NE,MA,-2.525432299999975,-44.2260025,07/04/2021,5.12
SE,RJ,-22.1921414,-41.68097239999999,11/08/2020,4.899
CO,GO,-17.75327239999997,-48.6297558,03/03/2020,4.89
N,RO,-8.749083799999974,-63.89295809999999,20/06/2022,7.18
SE,SP,-22.13210129999997,-51.3878833,29/04/2020,3.469
S,SC,-27.12668389999997,-48.9367376,10/03/2020,4.299
SE,SP,-22.76465939999998,-47.3782877,28/01/2020,4.177
S,PR,-25.42103899999997,-49.269654,29/06/2021,5.259
NE,RN,-6.452135199999974,-37.0480222,10/06/2020,3.86
NE,CE,-3.7597737,-38.6005328,02/06/2022,7.59
N,RO,-12.72483909999997,-60.1354048,27/01/2020,4.649
SE,MG,-20.67006289999998,-43.7979273,20/01/2020,4.859
S,PR,-25.35646439999998,-49.22698640000001,18/08/2021,5.499
N,AC,-7.633749599999974,-72.667405,09/12/2021,7.57
N,RO,-8.7658516,-63.8764614,13/04/2021,5.56
NE,PE,-8.879433199999971,-36.4763771,26/02/2020,4.499
S,PR,-23.65863899999997,-52.6056055,20/04/2020,3.99
NE,PE,-7.922480799999974,-34.8858617,04/01/2021,4.54
NE,BA,-12.24604399999997,-38.9083718,25/01/2022,6.99
NE,CE,-3.7889362,-38.5450133,21/03/2021,5.17
S,PR,-25.51144709999998,-48.5157612,23/11/2021,6.589
SE,MG,-17.7527993,-46.1764629,01/03/2021,5.499
S,RS,-29.93492619999997,-51.0442094,23/09/2021,6.199
N,AC,-9.966340699999977,-67.8187505,17/05/2021,6.26
SE,MG,-21.2519634,-44.99533700000001,02/06/2022,7.69
N,AC,-7.630428499999976,-72.6684499,25/08/2021,7.13
NE,PE,-9.365692399999975,-40.4936145,18/03/2020,4.899
SE,SP,-21.61389989999997,-48.3593096,26/05/2021,5.699
SE,RJ,-22.8522459,-42.5161813,28/10/2021,7.399
SE,MG,-18.98351799999998,-49.4548634,24/12/2021,6.58
S,SC,-27.58899219999998,-48.5768314,06/01/2022,6.69
SE,SP,-22.5585591,-47.380906,26/10/2021,6.199
SE,RJ,-21.5470956,-42.1638365,27/06/2022,7.59
SE,SP,-23.2540547,-47.292313,09/01/2020,4.299
N,RO,-9.910686199999999,-63.0555609,18/08/2021,6.19
SE,SP,-22.567712,-47.403776,27/07/2020,3.699
N,AM,-3.348055699999974,-64.7102173,06/01/2020,4.99
SE,SP,-20.53349019999997,-47.4129689,16/05/2022,6.75
S,PR,-25.38935209999998,-49.17467430000001,17/08/2020,3.96
SE,SP,-22.72234949999998,-47.31746099999999,27/07/2021,5.557
SE,SP,-22.73748089999997,-45.1221554,16/05/2022,6.59
SE,MG,-19.5117113,-42.61030179999999,18/05/2022,7.48
SE,SP,-21.2602291,-48.4562402,23/06/2020,3.799
S,PR,-23.76058179999997,-53.3058679,15/08/2021,5.89
SE,MG,-19.90114459999997,-43.8898029,13/04/2022,7.59
NE,MA,-4.438741299999974,-43.8549217,13/04/2020,4.399
S,RS,-31.75626739999997,-52.311859,08/07/2020,4.085
S,SC,-27.6137349,-48.6382613,22/01/2020,4.499
SE,SP,-23.97853189999998,-48.87864630000001,15/01/2020,4.299
SE,SP,-20.7426483,-48.9023396,28/07/2021,5.739
SE,SP,-23.59662299999997,-47.16268669999999,09/01/2020,4.399
NE,AL,-9.411969799999973,-36.6323069,22/03/2022,7.39
CO,DF,-15.85915209999998,-48.06999319999999,22/03/2022,7.14
NE,CE,-7.206011299999974,-39.2716721,29/12/2021,6.45
NE,CE,-3.827917499999974,-38.4990315,14/12/2021,6.979
SE,SP,-21.87249249999998,-51.8358007,04/08/2020,4.149
SE,SP,-23.4949947,-45.1173492,12/05/2020,3.799
SE,SP,-23.52366579999998,-46.6042902,31/05/2021,5.089
S,SC,-28.935918,-49.486765,25/05/2022,6.89
SE,MG,-20.72477139999997,-46.6088628,26/02/2020,4.899
CO,DF,-15.8408762,-47.932573,03/01/2020,4.499
N,AM,-3.0461602,-60.0232629,24/01/2021,4.59
SE,MG,-19.80782059999997,-43.16519570000001,10/05/2022,7.64
SE,SP,-20.53349019999997,-47.4129689,28/02/2020,4.559
S,SC,-27.6389899,-48.6641117,26/01/2022,6.61
S,PR,-23.75827049999998,-53.29716749999999,21/07/2020,3.89
NE,PB,-7.120239699999974,-34.9049464,06/05/2020,3.499
SE,SP,-23.42196889999997,-45.1060713,06/01/2022,6.69
SE,SP,-21.13029059999997,-47.9973983,14/01/2022,6.46
S,SC,-26.82579879999997,-49.0870068,14/04/2020,3.799
CO,GO,-16.68420039999997,-49.261878,03/03/2021,5.779
N,PA,-5.360485499999999,-49.078822,17/05/2022,7.69
NE,SE,-10.81911599999997,-37.1303106,21/04/2020,4.09
SE,SP,-23.52069799999997,-46.30039039999999,11/03/2020,4.399
SE,ES,-19.38708059999998,-40.0605419,15/12/2021,6.89
NE,CE,-3.7056698,-40.343438,30/03/2022,7.99
SE,SP,-22.67851509999998,-47.6789798,03/01/2020,4.249
N,AP,3.844086500000025,-50.8604047,23/03/2020,3.52
CO,GO,-16.74353129999997,-49.22407559999999,10/11/2021,7.24
S,PR,-23.30203239999997,-51.1485858,03/06/2020,3.59
NE,CE,-3.7641391,-38.5515208,10/11/2021,6.97
S,PR,-25.08528629999997,-50.1618469,17/05/2022,7.27
S,RS,-29.14388329999997,-51.1855104,26/04/2021,5.699
N,RO,-10.8457075,-61.9287019,09/07/2021,5.989
SE,SP,-23.5735915,-46.5636866,06/10/2021,5.899
SE,SP,-23.5077538,-46.7414361,15/01/2020,4.299
SE,ES,-20.29917549999998,-40.3032066,28/06/2022,7.35
S,RS,-31.73598159999997,-52.32613959999999,19/04/2021,5.799
SE,SP,-23.02991109999997,-46.9711809,16/06/2021,5.389
NE,PE,-8.064903899999972,-34.9165815,09/03/2022,6.59
SE,RJ,-22.86806929999997,-43.44297840000001,20/04/2021,6.199
SE,RJ,-22.75400629999998,-42.8239774,27/01/2020,4.799
S,PR,-23.31997079999998,-51.1679385,09/05/2022,7.59
SE,SP,-22.7836326,-47.1743455,13/09/2021,5.699
SE,MG,-18.9189062,-48.2833781,27/07/2021,6.499
SE,SP,-23.17118849999997,-46.88371859999999,18/08/2021,5.699
S,SC,-26.88040499999997,-48.71400370000001,02/03/2021,4.959
SE,RJ,-22.78477479999997,-43.3182773,24/01/2022,7.09
SE,SP,-22.89008669999998,-47.16358479999999,24/02/2021,4.799
S,RS,-29.90374079999997,-51.1560165,20/04/2020,3.999
SE,SP,-23.1099711,-47.2102764,01/04/2020,4.172
SE,MG,-19.9297329,-44.0772358,14/07/2020,4.085
SE,SP,-23.4949947,-45.1173492,20/05/2020,3.699
SE,MG,-19.4694716,-42.5595393,25/01/2021,4.996
CO,MT,-9.8733983,-56.0764547,01/10/2021,6.65
N,TO,-11.7226008,-49.061193,23/05/2022,7.39
NE,PI,-5.121549999999974,-42.78641270000001,03/06/2020,4.29
SE,SP,-22.7656159,-47.1404766,20/01/2021,4.249
SE,ES,-20.34982699999997,-40.3188146,04/04/2022,7.07
NE,CE,-3.759805599999975,-38.4810878,17/06/2020,3.99
SE,RJ,-22.4876913,-43.8140102,10/05/2022,7.98
S,RS,-29.75940509999997,-51.1414525,28/07/2020,4.069
NE,SE,-10.68555899999997,-37.43303119999999,10/05/2022,7.23
SE,SP,-21.2558867,-48.4863793,16/11/2021,6.789
NE,CE,-7.230640499999974,-39.4050888,06/09/2021,6.299
SE,SP,-22.03205589999998,-47.8605597,23/08/2021,5.849
SE,MG,-19.75417649999997,-47.93914809999999,29/03/2022,7.49
NE,PE,-8.039542799999975,-34.8920792,04/08/2021,5.89
SE,MG,-20.11502859999997,-44.88138439999999,01/06/2022,7.24
SE,SP,-21.1571397,-47.818438,12/01/2021,4.499
N,AM,-3.2898432,-60.61689739999999,01/04/2020,4.79
N,RO,-8.7642317,-63.9011215,29/03/2021,5.659
S,RS,-30.05013979999998,-51.1118564,05/07/2021,5.999
N,AM,-3.115507,-60.01182559999999,29/06/2020,3.69
S,RS,-29.95178679999997,-51.1015932,27/10/2021,6.897
CO,DF,-15.7868291,-48.12681360000001,11/10/2021,6.399
S,SC,-27.6389899,-48.6641117,03/05/2021,4.899
SE,RJ,-22.778027,-43.3026193,13/04/2022,7.45
N,PA,-2.2452043,-49.4987337,30/09/2021,6.2
SE,RJ,-22.4799934,-44.0259065,21/03/2022,7.79
NE,CE,-7.208096099999974,-39.2965362,14/03/2022,7.35
NE,RN,-5.791158099999975,-35.19708019999999,11/01/2021,4.86
SE,MG,-18.60504989999998,-46.51489340000001,03/08/2020,4.549
CO,GO,-17.90972619999998,-51.7417854,23/06/2020,3.99
NE,BA,-9.463180899999974,-40.49281980000001,08/04/2020,4.449
SE,SP,-23.59566569999997,-46.739466,15/01/2020,4.599
NE,PB,-7.136182299999974,-34.8853848,19/05/2020,3.599
SE,SP,-22.9527281,-46.9848299,08/07/2021,5.299
SE,SP,-21.92457829999998,-50.5088899,28/06/2021,5.66
CO,MS,-20.4371122,-54.59715569999999,27/07/2020,4.279
S,RS,-29.83692949999996,-51.16962470000001,19/01/2021,4.769
CO,MS,-20.4675159,-54.61863229999999,09/06/2022,6.85
SE,SP,-20.3191893,-48.299098,06/09/2021,5.499
SE,RJ,-22.4799934,-44.0259065,28/03/2022,7.79
NE,AL,-9.7623529,-36.6605782,30/09/2021,6.259
SE,SP,-23.43330129999997,-45.0804406,31/08/2021,5.799
S,RS,-29.94543429999997,-51.1537121,07/09/2021,6.339
SE,SP,-23.5863688,-46.5576728,31/03/2020,4.299
S,SC,-27.69578429999997,-48.6305262,11/05/2020,3.699
S,PR,-23.54848309999997,-51.4520843,26/04/2021,5.75
NE,CE,-3.771168899999974,-38.56155529999999,27/10/2021,6.679
S,PR,-24.9553829,-53.4713972,18/01/2021,4.44
N,PA,-1.394232399999975,-48.469668,03/05/2022,7.18
SE,SP,-20.93131549999998,-48.4995657,21/04/2021,5.099
NE,SE,-10.93776359999998,-37.0630823,11/02/2020,4.49
SE,SP,-22.74031989999997,-47.32674109999999,21/01/2020,4.199
NE,MA,-2.5495861,-44.23420249999999,25/05/2020,3.88
SE,SP,-23.49889669999997,-46.874344,22/12/2021,6.399
N,TO,-10.23088509999997,-48.3180521,28/04/2021,5.659
SE,SP,-23.20092509999997,-47.2836545,30/06/2021,5.299
SE,SP,-23.56214179999997,-46.5403403,03/03/2020,4.199
SE,SP,-23.472533,-47.5029975,18/04/2022,6.61
SE,SP,-22.84619199999997,-47.1558119,21/02/2022,6.19
SE,SP,-20.63491059999997,-49.3378184,07/07/2020,3.689
SE,SP,-21.4544283,-47.0048074,12/08/2020,4.09
SE,SP,-22.94097239999997,-46.6954372,02/03/2022,6.39
NE,CE,-6.364244299999975,-39.3063845,05/01/2022,6.89
SE,SP,-22.57151619999997,-44.9555704,07/06/2021,5.29
SE,MG,-18.97271849999997,-49.4523254,22/07/2021,6.199
CO,DF,-15.8097962,-48.0747054,12/05/2021,5.499
N,PA,-1.4378079,-48.4843487,04/05/2020,3.999
SE,SP,-20.51456569999997,-47.4081948,28/12/2020,4.195
SE,RJ,-22.8276366,-43.2742734,14/01/2020,5.099
SE,MG,-19.87755299999997,-43.9289103,09/06/2022,7.39
CO,DF,-10.2867543,-48.2977509,09/07/2020,3.699
S,RS,-32.05926119999998,-52.1441629,28/02/2022,6.27
SE,SP,-22.33082749999997,-46.925001,24/03/2022,6.94
N,AP,3.844086500000025,-50.8604047,18/01/2021,3.85
SE,SP,-22.41300569999997,-46.80328009999999,20/10/2021,6.169
CO,MS,-22.2365672,-53.3393375,26/02/2020,4.959
S,SC,-26.77818229999997,-50.9980874,31/08/2021,5.779
NE,RN,-5.200483799999975,-37.3249096,08/11/2021,7.089
SE,SP,-22.64371509999997,-47.1944216,03/11/2021,6.179
SE,MG,-19.94542779999997,-44.0316951,14/02/2022,6.77
SE,SP,-23.4340445,-45.0840587,15/06/2020,3.899
SE,SP,-22.1213426,-51.42058249999999,05/02/2020,4.379
N,AM,-3.139523999999974,-58.4462542,25/03/2020,4.48
SE,SP,-23.50383379999997,-46.681446,31/03/2020,3.799
SE,MG,-19.81460729999997,-43.9708063,14/02/2021,4.999
SE,ES,-20.30570399999997,-40.2961959,15/07/2020,3.999
N,PA,-23.5671059,-46.5792958,11/05/2022,7.35
S,SC,-26.91125419999997,-49.0462162,04/08/2020,4.149
NE,PI,-5.110887699999974,-42.8030638,06/07/2020,4.25
SE,SP,-23.10086909999997,-45.70976729999999,02/04/2020,4.099
S,PR,-25.5348929,-54.5695711,25/04/2022,7.38
NE,BA,-14.80168839999997,-39.0372483,05/04/2021,5.87
SE,SP,-22.81047269999997,-47.2651231,02/02/2021,4.099
S,SC,-26.28672089999997,-48.8796328,20/07/2021,5.397
SE,SP,-20.56383659999997,-48.5597864,16/03/2022,6.96
SE,SP,-23.45844809999997,-46.6032662,27/10/2020,3.999
SE,SP,-23.70783369999997,-46.4118184,17/03/2020,4.59
CO,MT,-15.60293509999997,-56.088145,15/06/2020,3.899
NE,PE,-8.2742904,-35.9666034,17/03/2020,4.45
S,PR,-25.437942,-49.2827615,11/05/2021,5.299
SE,SP,-23.49780329999997,-47.4416547,10/11/2021,6.199
SE,MG,-18.8949243,-48.27730829999999,20/04/2021,5.749
SE,SP,-23.2186304,-46.8384535,20/02/2020,4.299
SE,MG,-19.5857105,-46.9299092,10/01/2022,6.95
SE,SP,-22.8881781,-49.6088747,13/02/2020,4.39
N,AC,-9.963001999999975,-67.8083797,07/03/2022,6.88
SE,MG,-21.2484608,-45.001426,27/05/2020,4.12
SE,SP,-23.17554379999997,-46.8931765,26/02/2020,4.399
NE,CE,-3.749706399999974,-38.6303816,08/12/2021,6.849
SE,RJ,-22.83192739999997,-42.3511278,16/03/2021,5.999
SE,SP,-22.292555,-46.90666299999999,13/10/2021,5.999
N,RO,-11.43183369999997,-61.45471819999999,04/01/2022,7.08
SE,SP,-23.55802109999997,-46.6533346,13/02/2020,5.199
S,PR,-26.21726019999998,-52.67359829999999,13/06/2022,7.18
NE,AL,-9.6588814,-35.7051921,13/09/2021,6.197
CO,GO,-16.2600505,-47.9517416,16/12/2021,6.729
CO,MS,-20.4995506,-54.5692275,26/01/2022,6.37
S,SC,-26.87741099999997,-52.4030613,18/01/2022,6.52
SE,ES,-20.18430159999997,-40.2669374,20/10/2021,6.259
SE,SP,-23.5314159,-47.1319487,27/09/2021,5.909
S,RS,-29.76177279999997,-51.1269236,17/02/2020,4.499
S,RS,-30.1007565,-51.2315143,27/04/2020,3.779
SE,MG,-21.5322655,-42.63917989999999,17/08/2021,6.159
N,RO,-8.741662599999975,-63.8627012,11/03/2020,4.589
SE,SP,-22.03205589999998,-47.8605597,19/07/2021,5.649
SE,MG,-20.6529197,-43.7764925,07/03/2021,5.599
SE,MG,-22.23391879999997,-45.9307622,06/02/2020,4.999
N,TO,-11.69649739999998,-49.04971500000001,03/02/2020,4.899
SE,MG,-21.2519634,-44.99533700000001,04/11/2021,7.159
SE,MG,-19.74564519999997,-47.9344763,14/02/2022,6.69
NE,CE,-3.799412699999974,-38.50495890000001,25/07/2021,5.999
SE,RJ,-22.87543389999997,-43.4242636,27/10/2021,7.099
CO,MT,-16.0902406,-57.6694082,06/04/2020,4.089
SE,SP,-23.66958029999997,-46.5393355,11/01/2021,4.399
SE,SP,-22.66890859999997,-50.4106165,03/05/2022,7.59
SE,SP,-21.68208289999997,-51.07204,20/04/2022,6.88
SE,SP,-22.92982749999997,-47.0951235,22/03/2021,5.179
NE,RN,-5.194032699999974,-37.34249339999999,28/06/2021,5.98
NE,PB,-7.115406699999999,-34.8831074,10/03/2022,6.58
SE,RJ,-22.41464399999997,-42.969972,31/05/2022,7.44
SE,MG,-20.0207406,-48.902497,08/07/2020,4.359
SE,SP,-22.55742059999998,-47.3751311,18/01/2022,6.19
SE,SP,-22.731456,-47.285484,06/07/2021,5.447
SE,RJ,-22.74832829999998,-43.2850998,05/05/2022,7.59
SE,SP,-22.73096779999997,-47.6306319,10/06/2020,3.779
SE,RJ,-22.90924299999998,-43.5972636,13/07/2020,4.279
NE,CE,-3.657690099999975,-40.3613179,14/10/2021,6.499
SE,SP,-22.77698729999997,-47.0991113,08/06/2022,6.89
S,RS,-29.71118169999997,-52.4272347,14/07/2020,4.29
SE,MG,-19.45828109999997,-44.2481044,06/04/2021,5.55
SE,SP,-23.16007509999998,-45.89747970000001,25/05/2020,3.599
SE,SP,-22.7991158,-47.1313396,07/04/2021,5.197
CO,GO,-16.65944899999997,-49.2367624,17/08/2020,4.64
SE,MG,-21.2104607,-43.7708101,22/07/2020,4.159
SE,SP,-23.0366443,-46.98597770000001,11/05/2020,3.759
NE,PE,-9.384824199999974,-40.5202652,25/03/2020,4.878
SE,SP,-23.62944889999998,-46.8202305,24/02/2020,4.399
S,SC,-27.0945378,-48.9124123,02/05/2022,7.17
SE,RJ,-22.41132819999997,-42.9684482,28/07/2021,5.99
CO,GO,-16.67096409999997,-49.23152289999999,20/12/2021,6.694
SE,SP,-20.57293669999997,-48.5467482,16/02/2022,6.88
N,TO,-7.206585299999975,-48.2308582,07/06/2022,7.15
S,PR,-23.31763359999998,-51.15302730000001,05/08/2020,4.09
SE,MG,-20.4593376,-45.425095,31/05/2022,7.79
SE,SP,-23.5794068,-46.5210757,08/01/2020,4.297
CO,MT,-15.5919078,-56.10271849999999,20/07/2021,5.7
SE,RJ,-21.74193989999997,-41.3242091,02/12/2021,7.299
SE,RJ,-22.86947039999997,-43.4048076,20/04/2020,4.499
S,SC,-26.3054264,-48.82693020000001,28/09/2021,5.519
S,PR,-23.29817529999998,-50.08020429999999,26/07/2021,5.59
