regiao,latitude,longitude,dataColeta,valorVenda,diesel,dieselS10,etanol,gasolina,gasolinaAditivada,gnv
SE,-20.55176979999997,-48.56030879999999,06/05/2021,3.899,0,0,1,0,0,0
SE,-22.88086219999997,-43.089038,27/01/2021,5.049,0,0,0,1,0,0
S,-23.77260169999998,-53.3222736,18/10/2021,4.98,0,0,1,0,0,0
SE,-23.94286389999997,-46.39469570000001,01/09/2021,4.499,0,0,1,0,0,0
S,-27.56340759999998,-48.61563719999999,03/08/2021,5.999,0,0,0,0,1,0
CO,-16.75803209999997,-49.2504263,10/11/2021,7.27,0,0,0,0,1,0
CO,-15.63816459999998,-56.1208687,14/10/2021,4.279,0,0,1,0,0,0
N,-11.63309219999998,-49.0292415,06/06/2021,4.48,1,0,0,0,0,0
SE,-19.47090049999997,-44.2566146,22/03/2021,5.659,0,0,0,1,0,0
SE,-23.69079579999998,-46.57380490000001,16/06/2021,4.599,0,1,0,0,0,0
NE,-16.37221449999997,-39.5627088,13/10/2021,7.089,0,0,0,0,1,0
N,-10.175473,-48.3247648,22/08/2021,6.199,0,0,0,1,0,0
SE,-23.6520061,-46.51072689999999,01/11/2021,4.199,0,0,0,0,0,1
SE,-22.6946293,-47.67012829999999,12/04/2021,4.599,1,0,0,0,0,0
SE,-23.5180539,-46.8316411,15/07/2021,4.099,0,0,1,0,0,0
S,-29.17102969999997,-51.1516199,01/03/2021,5.498,0,0,0,0,1,0
SE,-22.96138929999997,-46.98726699999999,03/06/2021,4.599,0,1,0,0,0,0
NE,-8.0648654,-34.8961585,02/12/2021,5.399,0,1,0,0,0,0
SE,-21.4717544,-47.00769349999999,20/07/2021,4.749,0,1,0,0,0,0
SE,-22.64524049999998,-50.4184999,08/08/2021,4.749,0,1,0,0,0,0
NE,-2.908924399999975,-41.7442413,02/08/2021,5.599,0,0,1,0,0,0
CO,-20.45502749999998,-54.5553187,01/12/2021,5.299,0,1,0,0,0,0
SE,-22.03205589999998,-47.8605597,09/08/2021,4.349,0,0,1,0,0,0
NE,-5.827312299999974,-35.2214093,27/12/2021,6.69,0,0,0,1,0,0
SE,-21.12161669999998,-48.9668836,17/05/2021,5.699,0,0,0,1,0,0
SE,-20.31122049999997,-40.3022306,11/03/2021,4.299,0,1,0,0,0,0
S,-25.38935209999998,-49.17467430000001,24/08/2021,4.59,0,0,1,0,0,0
NE,-6.368307599999974,-39.306366,08/09/2021,6.39,0,0,0,0,1,0
SE,-19.4694716,-42.5595393,13/10/2021,6.696,0,0,0,1,0,0
S,-30.34961799999997,-54.33316019999999,29/11/2021,7.099,0,0,0,1,0,0
S,-25.38311509999998,-51.45840210000001,23/06/2021,5.399,0,0,0,0,1,0
SE,-21.77908429999997,-48.1792319,11/10/2021,6.599,0,0,0,1,0,0
S,-29.69897479999997,-53.8220201,25/11/2021,7.289,0,0,0,1,0,0
SE,-23.10624509999997,-45.7077222,14/09/2021,5.479,0,0,0,1,0,0
SE,-19.90336179999997,-43.928439,22/12/2021,6.899,0,0,0,1,0,0
CO,-16.44718339999997,-54.6317365,06/04/2021,4.499,0,1,0,0,0,0
S,-28.44550449999998,-48.7992223,27/04/2021,4.299,0,0,1,0,0,0
S,-27.59791249999997,-48.5934259,01/06/2021,5.299,0,0,1,0,0,0
S,-27.56507779999997,-48.6138552,05/07/2021,5.579,0,0,0,1,0,0
SE,-22.9354102,-47.1372485,11/10/2021,6.177,0,0,0,0,1,0
S,-24.72084129999998,-53.7167269,10/08/2021,5.89,0,0,0,1,0,0
SE,-23.95060629999998,-46.40663050000001,20/12/2021,4.899,0,0,1,0,0,0
SE,-23.0992962,-45.7037025,06/09/2021,5.449,0,0,0,1,0,0
NE,-3.753750299999975,-37.9898934,18/04/2021,4.07,0,1,0,0,0,0
SE,-23.54091049999997,-46.5277876,06/04/2021,4.299,0,1,0,0,0,0
NE,-2.550898199999974,-44.2492976,07/07/2021,4.48,0,1,0,0,0,0
SE,-23.88013519999997,-46.42001279999999,13/06/2021,4.849,0,1,0,0,0,0
NE,-5.516819999999974,-47.47891,21/09/2021,6.199,0,0,0,1,0,0
SE,-22.73740829999998,-43.4679728,26/10/2021,5.998,0,0,1,0,0,0
NE,-3.7626874,-38.6438081,01/04/2021,5.65,0,0,0,0,1,0
S,-31.68125579999997,-52.19695669999999,28/09/2021,6.599,0,0,0,1,0,0
N,-9.963001999999975,-67.8083797,13/04/2021,5.129,1,0,0,0,0,0
SE,-20.1126971,-44.8410465,08/11/2021,7.049,0,0,0,1,0,0
NE,-3.6920259,-38.40132759999999,18/02/2021,4.09,0,1,0,0,0,0
S,-26.28723929999997,-48.86419929999999,18/11/2021,6.299,0,0,1,0,0,0
SE,-19.7742287,-47.92242239999999,01/06/2021,5.999,0,0,0,1,0,0
SE,-19.74174019999998,-45.26475360000001,04/08/2021,4.699,0,0,1,0,0,0
S,-27.59621739999998,-48.5742337,23/06/2021,4.898,0,0,1,0,0,0
S,-26.78511919999997,-50.9904307,09/08/2021,4.849,0,0,1,0,0,0
S,-29.66493759999997,-53.8181071,08/12/2021,7.469,0,0,0,0,1,0
SE,-23.4863292,-46.3679034,05/05/2021,4.577,0,1,0,0,0,0
SE,-16.67719359999997,-43.7998294,26/07/2021,6.19,0,0,0,1,0,0
S,-3.753750299999975,-37.9898934,05/07/2021,6.099,0,0,0,0,1,0
S,-31.67767549999998,-52.3394378,19/04/2021,4.049,1,0,0,0,0,0
SE,-22.9092859,-42.8392261,08/09/2021,4.399,0,1,0,0,0,0
SE,-22.66393569999997,-50.43189359999999,07/02/2021,4.399,0,0,0,1,0,0
SE,-18.96609849999997,-49.4708311,24/06/2021,6.099,0,0,0,1,0,0
SE,-22.81287449999997,-43.0318345,04/08/2021,6.199,0,0,0,0,1,0
SE,-18.90965169999997,-48.2265246,20/04/2021,3.579,0,0,1,0,0,0
SE,-22.43723479999997,-46.8074319,15/12/2021,5.249,1,0,0,0,0,0
S,-25.09543539999997,-50.16811519999999,20/10/2021,6.089,0,0,0,1,0,0
S,-28.24685209999997,-54.25494409999999,21/09/2021,4.74,0,1,0,0,0,0
SE,-23.1005477,-45.7071049,18/03/2021,3.999,0,0,1,0,0,0
SE,-22.81075209999997,-45.1947521,20/04/2021,5.499,0,0,0,1,0,0
S,-25.43231279999997,-49.1931998,15/07/2021,5.29,0,0,0,1,0,0
S,-29.72895099999998,-52.4287605,03/11/2021,5.329,0,1,0,0,0,0
NE,-8.0964972,-35.0204278,30/05/2021,5.58,0,0,0,0,1,0
SE,-23.72517839999997,-46.574375,16/02/2021,4.799,0,0,0,1,0,0
NE,-2.553974199999974,-44.19971899999999,10/11/2021,5.39,0,1,0,0,0,0
N,-10.02862329999997,-67.7889933,31/08/2021,6.47,0,0,0,0,1,0
CO,-22.21584899999997,-54.7629293,11/10/2021,6.399,0,0,0,0,1,0
S,-23.12865859999998,-50.4648237,11/08/2021,5.73,0,0,0,1,0,0
SE,-23.4532866,-46.5668298,06/09/2021,5.429,0,0,0,1,0,0
CO,-17.7475503,-48.6210949,28/07/2021,4.619,0,1,0,0,0,0
SE,-21.13125669999997,-48.9566393,23/11/2021,6.399,0,0,0,1,0,0
SE,-23.9824463,-48.87858139999999,04/08/2021,5.869,0,0,0,0,1,0
SE,-21.23710169999998,-44.9980173,27/10/2021,5.129,0,1,0,0,0,0
NE,-8.105022299999973,-34.9268977,11/02/2021,4.979,0,0,0,1,0,0
SE,-22.81118439999997,-45.1772211,23/11/2021,5.499,1,0,0,0,0,0
SE,-22.85616099999998,-43.5411297,22/06/2021,4.627,0,1,0,0,0,0
NE,-9.4442487,-38.2158769,14/12/2021,6.975,0,0,0,1,0,0
SE,-18.64560719999998,-48.1824831,08/12/2021,5.349,0,0,1,0,0,0
SE,-22.2611543,-42.5301196,15/11/2021,6.399,0,0,1,0,0,0
NE,-6.746245099999975,-38.23418240000001,24/11/2021,5.458,0,0,1,0,0,0
N,-3.117678699999974,-58.4293577,19/04/2021,4.65,0,1,0,0,0,0
S,-31.67767549999998,-52.3394378,05/10/2021,6.199,0,0,1,0,0,0
SE,-22.81037529999998,-47.1594754,12/07/2021,5.259,0,0,0,1,0,0
S,-25.3472026,-49.1720853,06/10/2021,4.699,1,0,0,0,0,0
NE,-8.881394099999975,-36.4762048,05/04/2021,4.45,0,0,1,0,0,0
SE,-22.52974789999998,-43.20340330000001,28/09/2021,6.699,0,0,0,0,1,0
S,-29.77300109999998,-51.1431547,22/04/2021,5.189,0,0,0,1,0,0
SE,-19.44697909999998,-42.5541237,01/03/2021,4.314,0,1,0,0,0,0
SE,-23.66860129999997,-46.4184399,08/06/2021,5.399,0,0,0,1,0,0
SE,-23.5794068,-46.5210757,06/10/2021,5.479,0,0,0,1,0,0
SE,-21.45931569999997,-47.0160703,18/08/2021,5.399,0,0,0,0,1,0
SE,-22.69559409999997,-43.2888155,29/09/2021,4.199,0,0,0,0,0,1
NE,-7.1276354,-34.8775904,04/03/2021,5.099,0,0,0,1,0,0
S,-29.8660075,-51.063462,13/07/2021,4.349,0,1,0,0,0,0
SE,-18.89723939999998,-48.2608948,23/09/2021,4.759,0,1,0,0,0,0
SE,-22.9749491,-49.8666067,21/06/2021,4.099,0,0,1,0,0,0
SE,-23.23090419999997,-47.7908391,11/07/2021,4.699,0,1,0,0,0,0
SE,-22.11677089999997,-51.4228698,22/11/2021,6.399,0,0,0,0,1,0
SE,-22.7488331,-47.1744671,29/11/2021,5.099,1,0,0,0,0,0
SE,-23.01476459999997,-46.8415955,24/02/2021,4.999,0,0,0,1,0,0
NE,-9.626594899999974,-35.7407519,15/03/2021,5.779,0,0,0,0,1,0
CO,-16.46570919999997,-54.6395395,10/11/2021,5.899,0,1,0,0,0,0
SE,-22.756651,-43.5174213,13/12/2021,5.099,1,0,0,0,0,0
S,-26.12436789999997,-49.8048753,01/11/2021,6.49,0,0,0,1,0,0
NE,-14.79860069999998,-39.2791231,14/07/2021,4.89,0,1,0,0,0,0
SE,-20.5589159,-47.3691195,16/11/2021,6.759,0,0,0,1,0,0
NE,-4.346198999999975,-39.3027498,27/07/2021,6.249,0,0,0,0,1,0
SE,-20.34989009999997,-40.3647843,02/02/2021,4.739,0,0,0,0,1,0
SE,-22.7290529,-47.2949861,09/02/2021,4.497,0,0,0,1,0,0
S,-25.41469899999997,-51.48029709999999,17/08/2021,4.249,1,0,0,0,0,0
S,-26.28414759999998,-48.8642134,04/11/2021,6.399,0,0,0,1,0,0
SE,-21.6104488,-48.3489356,14/06/2021,4.799,0,1,0,0,0,0
SE,-23.51548729999998,-46.6676272,08/06/2021,4.699,0,1,0,0,0,0
SE,-23.53228789999998,-46.6251991,27/12/2021,5.149,0,0,1,0,0,0
SE,-22.88783249999997,-47.16358479999999,19/01/2021,3.699,1,0,0,0,0,0
CO,-15.6062337,-56.0988832,02/03/2021,4.333,0,1,0,0,0,0
S,-25.39249589999998,-49.25649540000001,15/06/2021,4.399,0,1,0,0,0,0
SE,-22.93268699999997,-42.4956586,21/09/2021,4.799,1,0,0,0,0,0
SE,-20.7104522,-48.8737573,29/09/2021,6.089,0,0,0,0,1,0
S,-23.54106559999997,-51.4439779,16/08/2021,4.89,0,0,1,0,0,0
NE,-3.741787699999974,-38.6607383,19/05/2021,4.899,0,0,1,0,0,0
SE,-22.66500679999998,-50.4210919,08/11/2021,4.999,0,0,1,0,0,0
NE,-5.130862399999974,-42.77909349999999,15/06/2021,4.99,0,0,1,0,0,0
S,-30.12164509999997,-51.3487021,23/08/2021,4.45,0,1,0,0,0,0
S,-30.12164509999997,-51.3487021,11/01/2021,4.65,0,0,0,1,0,0
NE,-5.177355499999976,-37.3499661,14/06/2021,5.99,0,0,0,1,0,0
SE,-23.265418,-47.2971247,16/02/2021,2.979,0,0,1,0,0,0
CO,-17.74131359999997,-48.60619440000001,13/09/2021,6.499,0,0,0,1,0,0
SE,-22.81037529999998,-47.1594754,01/11/2021,6.159,0,0,0,1,0,0
S,-28.63033049999998,-53.6016008,02/09/2021,4.595,0,1,0,0,0,0
SE,-22.32524249999997,-49.08191559999999,08/02/2021,3.79,1,0,0,0,0,0
S,-23.4042517,-51.9102098,22/07/2021,4.22,0,1,0,0,0,0
SE,-21.26248859999997,-48.3152455,30/09/2021,5.199,1,0,0,0,0,0
SE,-22.93380979999997,-47.0886404,10/05/2021,5.499,0,0,0,0,1,0
SE,-21.1029012,-42.9514285,17/01/2021,3.849,0,1,0,0,0,0
S,-25.34363739999997,-49.1982557,26/10/2021,6.349,0,0,0,0,1,0
SE,-21.25345199999997,-48.3189523,30/09/2021,6.029,0,0,0,1,0,0
NE,-12.1199923,-44.9976686,26/10/2021,6.699,0,0,0,0,1,0
N,-10.02862329999997,-67.7889933,21/09/2021,5.57,0,1,0,0,0,0
SE,-22.8972088,-49.6171596,08/12/2021,5.049,0,0,1,0,0,0
SE,-21.45488379999997,-47.0060171,25/10/2021,6.399,0,0,0,1,0,0
S,-23.77250439999997,-53.299882,29/08/2021,5.84,0,0,0,1,0,0
NE,-12.98018819999997,-38.44613510000001,29/12/2021,5.8,0,1,0,0,0,0
N,-12.72971409999997,-60.13755359999999,21/10/2021,5.399,1,0,0,0,0,0
SE,-22.90529339999997,-43.1046674,03/06/2021,4.299,0,1,0,0,0,0
SE,-20.68123089999997,-43.7908177,28/02/2021,4.279,1,0,0,0,0,0
S,-27.57504099999997,-48.62235500000001,14/09/2021,6.099,0,0,0,0,1,0
SE,-23.00054019999997,-44.3049133,14/09/2021,6.898,0,0,0,1,0,0
NE,-5.513630699999974,-47.4713722,18/02/2021,3.949,0,1,0,0,0,0
SE,-21.21439239999997,-50.4372373,11/08/2021,4.759,0,1,0,0,0,0
SE,-23.23090419999997,-47.7908391,13/12/2021,5.399,1,0,0,0,0,0
SE,-20.74989459999997,-46.5984395,14/12/2021,5.599,0,1,0,0,0,0
SE,-23.51835289999998,-47.4524722,15/08/2021,5.699,0,0,0,1,0,0
NE,-3.7852886,-38.5712565,22/02/2021,3.69,0,0,0,0,0,1
NE,-8.6562463,-36.3213639,14/09/2021,4.739,0,1,0,0,0,0
CO,-16.61882759999997,-49.2074997,12/08/2021,6.44,0,0,0,0,1,0
NE,-5.1409395,-42.7837786,23/03/2021,4.647,1,0,0,0,0,0
NE,-9.588254399999977,-35.7176288,29/03/2021,5.699,0,0,0,0,1,0
SE,-22.8094366,-43.0367564,29/08/2021,5.699,0,0,1,0,0,0
SE,-23.73723149999998,-46.55139030000001,26/04/2021,4.199,0,1,0,0,0,0
N,-2.449257399999975,-54.69310919999999,05/07/2021,5.2,0,1,0,0,0,0
SE,-21.53100079999998,-42.6381835,20/07/2021,5.899,0,0,0,1,0,0
SE,-22.89008669999998,-47.16358479999999,17/03/2021,3.999,1,0,0,0,0,0
SE,-22.7944124,-43.3762199,22/03/2021,5.298,0,0,1,0,0,0
SE,-22.85006939999997,-47.2160054,27/09/2021,4.699,0,1,0,0,0,0
SE,-23.88216509999997,-46.4251809,13/06/2021,5.689,0,0,0,1,0,0
SE,-23.5110315,-47.4882762,09/08/2021,5.549,0,0,0,1,0,0
N,-5.392408799999974,-49.1345081,09/06/2021,5.77,0,0,0,1,0,0
SE,-23.96141269999998,-46.3816802,26/07/2021,5.999,0,0,0,0,1,0
CO,-16.6363442,-49.3187211,20/10/2021,4.97,0,0,1,0,0,0
SE,-23.5429819,-46.5273945,03/03/2021,4.999,0,0,0,1,0,0
SE,-22.92012939999998,-43.16889949999999,07/02/2021,5.549,0,0,0,0,1,0
S,-29.66924639999997,-53.80945180000001,18/10/2021,5.049,0,1,0,0,0,0
N,-1.418505999999974,-48.47964520000001,31/01/2021,3.99,0,1,0,0,0,0
S,-25.1086358,-50.1408023,09/11/2021,6.589,0,0,0,0,1,0
SE,-20.22971689999998,-40.27090520000001,20/01/2021,4.53,0,0,0,1,0,0
SE,-22.88783249999997,-47.16358479999999,12/04/2021,5.477,0,0,0,0,1,0
S,-25.44294509999997,-49.2134779,27/12/2021,6.349,0,0,0,0,1,0
N,-9.979050999999975,-67.836175,12/07/2021,5.18,0,0,1,0,0,0
SE,-22.7957692,-47.2060839,09/08/2021,4.199,0,0,1,0,0,0
SE,-21.14715,-47.79767589999999,05/08/2021,4.099,0,0,1,0,0,0
CO,-16.61882759999997,-49.2074997,20/10/2021,5.25,0,1,0,0,0,0
S,-26.79582209999997,-49.1077933,28/06/2021,5.558,0,0,0,1,0,0
SE,-22.41186859999997,-42.9496178,05/08/2021,4.899,0,1,0,0,0,0
SE,-23.11099769999997,-47.2199098,25/10/2021,4.999,1,0,0,0,0,0
S,-27.5914267,-48.5406086,01/06/2021,5.789,0,0,0,0,1,0
NE,-8.0949508,-35.0450567,06/06/2021,4.25,1,0,0,0,0,0
SE,-22.88545679999998,-43.3786424,24/05/2021,6.199,0,0,0,1,0,0
NE,-9.386466799999999,-40.4641914,05/07/2021,6.15,0,0,0,1,0,0
NE,-9.575162399999975,-35.75416750000001,27/09/2021,4.999,0,1,0,0,0,0
CO,-15.7462809,-48.0889545,19/05/2021,5.949,0,0,0,0,1,0
SE,-23.53687039999997,-46.5582235,12/07/2021,4.649,1,0,0,0,0,0
SE,-23.4782541,-46.549366,27/12/2021,4.222,0,0,0,0,0,1
NE,-5.525441,-47.474747,21/06/2021,5.799,0,0,0,0,1,0
SE,-18.88220259999997,-48.2500616,23/06/2021,4.699,0,1,0,0,0,0
S,-25.36108449999998,-49.2596402,28/07/2021,4.099,0,0,0,0,0,1
CO,-15.58463569999997,-56.11302420000001,02/09/2021,5.099,0,1,0,0,0,0
NE,-7.880768299999975,-34.825307,23/06/2021,5.79,0,0,0,1,0,0
CO,-16.16677369999998,-54.57653430000001,27/10/2021,4.999,0,0,1,0,0,0
NE,-7.922480799999974,-34.8858617,05/08/2021,5.07,0,0,1,0,0,0
S,-23.28173919999998,-51.23841849999999,26/08/2021,5.89,0,0,0,0,1,0
SE,-18.88391809999997,-48.2675719,28/09/2021,4.779,0,1,0,0,0,0
SE,-18.8700978,-48.24432909999999,21/07/2021,6.299,0,0,0,0,1,0
S,-25.10013339999997,-50.15598620000001,01/09/2021,4.57,0,0,1,0,0,0
S,-29.94821699999997,-51.1038678,13/09/2021,6.499,0,0,0,0,1,0
S,-27.6165268,-48.6689697,29/06/2021,5.289,0,0,1,0,0,0
S,-29.14119589999997,-51.19605230000001,16/02/2021,3.899,0,1,0,0,0,0
S,-26.1258862,-48.8347102,30/09/2021,5.599,0,0,0,1,0,0
SE,-22.0195882,-47.4238837,12/07/2021,4.599,0,1,0,0,0,0
SE,-23.66235419999997,-46.53864369999999,05/04/2021,3.799,0,0,1,0,0,0
S,-23.07314509999997,-52.4056795,08/09/2021,4.49,0,0,1,0,0,0
SE,-20.1859958,-40.2675286,28/12/2021,6.89,0,0,0,1,0,0
S,-27.52969579999997,-48.6193695,13/07/2021,4.659,1,0,0,0,0,0
NE,-8.2756277,-35.974429,01/09/2021,5.959,0,0,0,1,0,0
SE,-22.8830566,-42.3568667,02/12/2021,7.499,0,0,0,0,1,0
S,-29.675241,-51.08800230000001,29/04/2021,3.899,0,1,0,0,0,0
SE,-21.99834149999997,-47.44398700000001,16/11/2021,6.599,0,0,0,0,1,0
S,-27.2358619,-52.031791,04/08/2021,5.499,0,0,1,0,0,0
S,-30.04807859999998,-51.2214888,21/12/2021,6.899,0,0,0,1,0,0
NE,-9.643434399999975,-35.69566340000001,08/03/2021,5.899,0,0,0,0,1,0
SE,-21.2264961,-50.4608621,12/01/2021,2.849,0,0,1,0,0,0
NE,-6.965056099999974,-34.8281153,17/06/2021,5.499,0,0,0,0,1,0
SE,-23.69639169999997,-46.4230192,30/11/2021,6.799,0,0,0,0,1,0
S,-30.07141749999997,-51.2070535,16/06/2021,5.69,0,0,1,0,0,0
SE,-22.86508859999998,-42.30219779999999,29/06/2021,6.299,0,0,0,0,1,0
S,-23.30149249999998,-51.1531638,05/10/2021,4.99,0,0,1,0,0,0
SE,-20.51463319999997,-47.4400393,26/01/2021,3.159,0,0,1,0,0,0
S,-25.5649926,-49.4034033,12/10/2021,6.09,0,0,0,0,1,0
NE,-9.566434599999972,-35.76544730000001,24/05/2021,5.1,0,0,1,0,0,0
N,-3.016472399999975,-59.98085390000001,24/05/2021,5.29,0,0,0,1,0,0
SE,-23.15060409999997,-45.88737889999999,30/06/2021,5.279,0,0,0,1,0,0
S,-23.6507939,-52.59591289999999,06/09/2021,4.65,0,0,1,0,0,0
NE,-5.126591899999975,-42.7815377,04/05/2021,5.47,0,0,0,1,0,0
SE,-21.16701989999997,-47.8109501,12/05/2021,4.699,1,0,0,0,0,0
SE,-22.94558489999998,-46.9802502,23/06/2021,3.959,0,0,1,0,0,0
N,-3.044817899999975,-59.96514809999999,19/07/2021,5.799,0,0,0,1,0,0
SE,-23.156006,-45.8973312,15/09/2021,5.469,0,0,0,1,0,0
NE,-10.91140579999997,-37.0571517,05/10/2021,4.299,0,0,0,0,0,1
SE,-23.6758082,-46.5066359,22/11/2021,6.699,0,0,0,0,1,0
SE,-20.6580955,-40.4968137,08/09/2021,6.59,0,0,0,0,1,0
SE,-22.86242609999998,-47.202076,12/04/2021,4.899,0,0,0,0,1,0
N,-3.1344359,-58.44587359999999,20/12/2021,6.89,0,0,0,0,1,0
NE,-3.735146999999974,-38.535613,22/08/2021,5.79,0,0,0,0,1,0
SE,-22.89085599999997,-43.3846941,29/03/2021,4.259,1,0,0,0,0,0
CO,-18.36297609999998,-49.202745,11/10/2021,6.659,0,0,0,1,0,0
SE,-23.97853189999998,-48.87864630000001,26/08/2021,4.249,0,0,1,0,0,0
SE,-22.3521518,-46.924671,28/07/2021,4.259,0,0,1,0,0,0
S,-28.93934769999997,-49.4969303,27/01/2021,3.899,0,0,1,0,0,0
SE,-22.0176464,-47.4233069,02/06/2021,3.999,0,0,1,0,0,0
S,-29.44026319999998,-51.9422643,27/09/2021,6.481,0,0,0,1,0,0
SE,-23.2182669,-46.8743469,21/09/2021,5.599,0,0,0,1,0,0
N,0.02995080000002544,-51.05392759999999,02/09/2021,5.11,0,0,0,1,0,0
NE,-9.375795799999974,-35.9274133,02/06/2021,5.899,0,0,0,1,0,0
SE,-18.91167159999998,-48.2192038,19/05/2021,4.599,0,1,0,0,0,0
S,-30.3259039,-54.3180254,08/11/2021,7.249,0,0,0,0,1,0
SE,-21.22089359999998,-50.42992609999999,01/11/2021,4.999,0,0,1,0,0,0
CO,-15.59073309999997,-56.10598439999999,11/01/2021,3.19,0,0,1,0,0,0
SE,-23.66330109999997,-46.4964435,29/03/2021,3.549,0,0,1,0,0,0
S,-26.79582209999997,-49.1077933,28/06/2021,4.699,0,1,0,0,0,0
SE,-21.28297389999997,-50.3097219,09/12/2021,5.469,0,1,0,0,0,0
NE,-3.759805599999975,-38.4810878,02/08/2021,5.999,0,0,0,1,0,0
SE,-23.574472,-48.0431549,17/11/2021,5.159,0,1,0,0,0,0
SE,-22.9354102,-47.1372485,03/05/2021,4.277,0,1,0,0,0,0
N,-3.0606702,-59.9910655,11/10/2021,5.09,0,1,0,0,0,0
SE,-21.74272929999998,-41.33255980000001,07/10/2021,5.139,0,0,1,0,0,0
CO,-20.4634675,-54.6155336,30/09/2021,5.899,0,0,0,1,0,0
SE,-22.64902479999997,-50.428111,31/01/2021,3.649,1,0,0,0,0,0
NE,-14.2188432,-42.7839281,03/01/2021,3.599,0,0,1,0,0,0
CO,-15.65791379999997,-56.1354644,11/11/2021,4.979,0,0,1,0,0,0
CO,-15.51724469999997,-47.3337423,15/11/2021,5.899,0,0,1,0,0,0
SE,-20.21018029999997,-40.2625415,20/01/2021,3.749,0,1,0,0,0,0
NE,-10.93146969999997,-37.0612976,01/06/2021,5.549,0,0,0,1,0,0
SE,-22.74640839999998,-47.3642169,23/12/2021,6.099,0,0,0,1,0,0
NE,-12.25973729999997,-38.9545812,21/09/2021,4.999,0,0,1,0,0,0
SE,-22.98620709999997,-49.8674214,02/11/2021,6.799,0,0,0,1,0,0
SE,-20.78309449999998,-49.39533319999999,28/12/2021,6.299,0,0,0,1,0,0
SE,-19.74171609999997,-47.974268,19/07/2021,4.799,0,1,0,0,0,0
NE,-12.3183766,-38.8740595,05/01/2021,3.649,0,1,0,0,0,0
SE,-22.41424859999998,-42.9706731,04/10/2021,6.498,0,0,1,0,0,0
S,-27.10227069999997,-48.91233990000001,31/08/2021,5.899,0,0,0,0,1,0
SE,-22.51355769999997,-44.08155609999999,20/09/2021,6.789,0,0,0,1,0,0
N,-3.086251999999975,-60.0089453,20/12/2021,6.59,0,0,0,1,0,0
SE,-22.8628975,-42.25763,02/09/2021,6.688,0,0,0,0,1,0
SE,-23.57966159999997,-48.0300707,11/10/2021,5.199,0,1,0,0,0,0
S,-28.50877999999997,-50.9290071,04/08/2021,4.399,1,0,0,0,0,0
SE,-23.69028659999998,-46.5414638,20/09/2021,4.699,0,1,0,0,0,0
CO,-20.55237399999998,-54.6161846,24/02/2021,4.249,1,0,0,0,0,0
N,-7.197571399999974,-48.2365567,20/09/2021,4.669,0,1,0,0,0,0
SE,-23.68233279999998,-46.8588426,23/11/2021,5.449,1,0,0,0,0,0
SE,-23.53914149999997,-46.5697676,10/11/2021,5.599,0,1,0,0,0,0
SE,-20.54851349999997,-48.5673488,11/03/2021,5.697,0,0,0,0,1,0
S,-23.42074699999998,-51.9358625,24/06/2021,4.29,0,1,0,0,0,0
NE,-14.78129769999997,-39.2683457,25/10/2021,6.49,0,0,0,0,1,0
S,-26.31097369999997,-48.8556722,06/09/2021,5.169,1,0,0,0,0,0
SE,-19.76371819999998,-47.9429446,08/09/2021,4.699,0,0,1,0,0,0
SE,-22.41424859999998,-42.9706731,17/11/2021,5.999,0,0,1,0,0,0
N,-11.44080169999997,-61.4474667,15/03/2021,5.09,0,0,1,0,0,0
NE,-7.864974099999974,-34.9057128,18/07/2021,5.09,0,0,1,0,0,0
S,-30.05013979999998,-51.1118564,19/07/2021,4.299,0,1,0,0,0,0
SE,-22.39909459999997,-46.9631573,16/06/2021,4.359,0,0,1,0,0,0
SE,-20.52692219999997,-47.386304,07/12/2021,6.797,0,0,0,0,1,0
CO,-15.60293509999997,-56.088145,08/12/2021,4.799,0,0,1,0,0,0
CO,-11.86434049999997,-55.5054628,16/11/2021,6.588,0,0,0,1,0,0
SE,-21.4795012,-51.5301217,27/05/2021,5.49,0,0,0,1,0,0
SE,-19.8324002,-43.9435112,25/05/2021,4.397,0,0,1,0,0,0
NE,-7.944791199999974,-36.1983245,31/08/2021,5.29,0,0,1,0,0,0
S,-27.5995511,-48.5926874,30/06/2021,5.529,0,0,0,0,1,0
NE,-7.952395899999972,-36.1864829,23/11/2021,5.549,0,1,0,0,0,0
SE,-22.8394943,-43.0122641,27/06/2021,5.499,0,0,1,0,0,0
CO,-16.2600505,-47.9517416,21/10/2021,5.099,0,1,0,0,0,0
NE,-6.361022999999975,-39.2990764,23/06/2021,5.35,0,0,1,0,0,0
S,-23.40715149999997,-51.95586839999999,22/09/2021,4.45,0,1,0,0,0,0
NE,-3.8090286,-38.5655437,26/08/2021,4.67,0,1,0,0,0,0
SE,-19.96559919999997,-44.1796956,30/08/2021,6.15,0,0,0,1,0,0
SE,-23.52069799999997,-46.30039039999999,26/01/2021,4.799,0,0,0,0,1,0
SE,-22.38585379999997,-47.5531638,06/01/2021,2.899,0,0,1,0,0,0
S,-27.51650149999997,-48.6293035,26/01/2021,4.599,0,0,0,1,0,0
SE,-22.73801619999998,-47.63660309999999,06/09/2021,4.499,1,0,0,0,0,0
SE,-23.0325027,-46.97842319999999,01/12/2021,5.484,1,0,0,0,0,0
SE,-21.12161669999998,-48.9668836,26/07/2021,4.199,0,0,1,0,0,0
NE,-5.822909599999974,-35.21982300000001,01/06/2021,4.899,1,0,0,0,0,0
